Person_id,Probability_Unemployed
Id_r90136smvl,0.9769020025455158
Id_wawdqhmu6s,0.06812205633300078
Id_ap2czff2bu,0.059871334223728936
Id_uhgink7iha,0.21420547815290292
Id_5j6bzk3k81,0.12008166811906258
Id_r1njgsuhs9,0.006644661564926831
Id_d9n59ghzjb,0.4053067246413041
Id_vzab7oazqr,0.4847460420880943
Id_nefqci92p8,0.053179672421562074
Id_qqrnnetvxv,0.07496366191144195
Id_7w2fd5w86s,0.01931387509539172
Id_pzpuicll9c,0.0019096498387455056
Id_st3is8bql2,0.15008048855323838
Id_qs1zt43xvu,0.09934470639678283
Id_9cu0vdzh1m,0.05787196846016406
Id_poxmo2d4pe,0.551036179245702
Id_lkbh7wwizt,0.21917679144811728
Id_o33z7do9gv,0.7767313672717554
Id_2g0jvhjt7m,0.5443939958412292
Id_a8coh9dw38,0.3856439295653301
Id_2qj0ah1psu,0.016560446937602155
Id_kpvmehnz28,0.027961899112873913
Id_mgltuwq5z6,0.8764370445025222
Id_d4og0tu3n8,0.9091852786878332
Id_yufvflupuk,0.3683668489704181
Id_u0whg32wag,0.42996982445553705
Id_xt0ryw5lj3,0.1384048193525095
Id_b16iwbgm7h,0.29887675817401504
Id_rw1mzpkmbh,0.22833407512838994
Id_dh12ciw7aj,0.02283485928036817
Id_ucc8nen4br,0.14852556655115065
Id_zabfn6r9hy,0.3469063602887721
Id_9316s6vbdf,0.12314907225270012
Id_qj48ua0e71,0.12401167460453896
Id_iev9vrtvwh,0.117339838892449
Id_gta8cmufua,0.2689281458215166
Id_zd7zmjgmlh,0.0049109761351046315
Id_9xsxi3zkds,0.004589618833872693
Id_vor2e80rle,0.055201070430667624
Id_81faoo7jtd,0.007111994857445566
Id_t8cshwbsx1,0.24819801203490827
Id_ce7987x9yb,0.09124533313532149
Id_vwbab4cxdn,0.22012337266895954
Id_wlhdmq0y8v,0.06667030574745811
Id_ijbnb5l2r7,0.05113209501709997
Id_291krf6edr,0.11242087447122744
Id_li6hmy2e8y,0.24860517722802453
Id_ugqu9wfir4,0.001198130116308594
Id_5mvhlc4oto,0.036299148776166724
Id_omktaezr3k,0.15234190949440757
Id_mp2omgupeg,0.9653359238179614
Id_guxs9a9rp8,0.0011551921526120864
Id_owwgvlhtm2,0.39769858153464693
Id_2phe5bonhr,0.016157928786483707
Id_wxujl0skjo,0.06411889559387347
Id_ezcagqsdoh,0.24788417157183296
Id_3ojndwyspm,0.1451656259944138
Id_di8dup17uk,0.07511139687784221
Id_2s9fwx18nt,0.1506958394273017
Id_gw0p5veuf2,0.19574186087791046
Id_ul54vz814d,0.024756952358378225
Id_fk01mum0zb,0.9412704930674194
Id_i5ho67pyep,0.07608912574753171
Id_04whybbwpy,0.06345051808804873
Id_0qijiqqjfw,0.9809307526097379
Id_ib78u6d1u5,0.34638487601836543
Id_wil30h6uqo,0.13503684672373606
Id_gco4s6s0y0,0.014436299246244696
Id_i2zt2wyw67,0.01813188464749283
Id_u6qzopxfoo,0.017653591381919975
Id_9qhc9jmlw5,0.006309474094893211
Id_3hqg13lpub,0.013706535719286489
Id_xg69jmr988,0.14896304647653602
Id_uf4nopfet5,0.22662378462889982
Id_nvu0rx02yq,0.03830058531270855
Id_wpetow3d86,0.007953612331232427
Id_0b6micntbf,0.633278677304145
Id_t2hpqyerdd,0.08249285983719573
Id_9w39fssh0z,0.012723985666625628
Id_izf7avuyof,0.05458741987529105
Id_horgi1i0h5,0.9696401639479734
Id_c1ck3oamtf,0.17142059883552677
Id_b97f46dlm4,0.08700015055672407
Id_e7jnyu9nio,0.002285844382136649
Id_6jis2dwfpf,0.055099117589522066
Id_cwfw3jz8mn,0.03967779979245344
Id_ckz41r5xnd,0.015288440130346493
Id_0lddi6fymp,0.30618237696623396
Id_qb6cvsj6d1,0.06695417975147394
Id_mevy3q7025,0.07462529056548703
Id_4f18c92qin,0.1813639566919319
Id_70u1j9yxhw,0.282550667831521
Id_gmoiyj02t8,0.019469345341589308
Id_eui0etibtj,0.06889134309862588
Id_ml0shy5ndd,0.011223308877775997
Id_ec2sjwcz91,0.09066216314230383
Id_rjahjm0hug,0.005291793325316178
Id_abyqg3tash,0.017740604616492982
Id_lzos5ypdrm,0.36989569023379804
Id_kdvnff0zsh,0.8607295336704397
Id_86b4m22rpu,0.3586396952809134
Id_x2hp46jgt7,0.014291786747172429
Id_zpp3md8ezd,0.1814872317892052
Id_e3b7m1pivk,0.03951269450269268
Id_ylj1j29c2t,0.004586238462340792
Id_4mqpa30io0,0.4145010172920854
Id_gb6gbddvde,0.001827300266248586
Id_33q9kspnhl,0.005113091211892125
Id_spcfhi9ani,0.9645206687162007
Id_3xhfl2dkwc,0.023371915344468162
Id_capl79l0ck,0.018644880504655213
Id_hize5ozuc7,0.15700580627362062
Id_9e595qehvb,0.009478323571305682
Id_mv3bdtgvrm,0.5084520122388275
Id_sh6y5sognb,0.36509638486044954
Id_otoztzpre0,0.02411409189657427
Id_7lrax702sw,0.04152605801831245
Id_2yyc8cscz1,0.14631973575444587
Id_hko3gz0dk7,0.9529964212355251
Id_wk20cknod9,0.12059579588279826
Id_v021qhmpjd,0.14524530085980888
Id_hqsrc0tikc,0.08671775729603336
Id_c4emke5y04,0.4855248374440911
Id_t3352uxc4i,0.09758178231280806
Id_5z20x5e83v,0.3031361110825052
Id_qdcud0yly8,0.20244577296732205
Id_ww8zw7ae8a,0.0032068292927962885
Id_1y41yyh09p,0.8759892370519976
Id_6gmks7pmqr,0.03612595137828195
Id_hm2hws8vmx,0.6567597014345511
Id_ffwi6hx95x,0.24320141299366296
Id_wp4xaj2x44,0.11513046091865452
Id_q9w6fjzuva,0.7409239666064751
Id_4hi7as50nt,0.009892256753695127
Id_e9mdtbubkh,0.104772818982605
Id_if24ufm5uj,0.03397034336409671
Id_68ii10j2y5,0.016762693177440113
Id_cba8vbwfcd,0.33500024736245526
Id_5va26rv1po,0.022756959899512232
Id_h2u5uz2c1i,0.06715285885248362
Id_oi4y3y2j24,0.28118230395031507
Id_if7xxvy5sy,0.3151779205895607
Id_ul1tzww8yo,0.7386284363229966
Id_g1zdjwg70b,0.409657341601606
Id_ymo26re9kq,0.009300498329553519
Id_7i4g0dgq3g,0.1808848862127327
Id_dtd4wertk3,0.010741320270817267
Id_eduju9teke,0.6257400753607296
Id_qua5ppnddr,0.00851341811223505
Id_pgaf0nxrml,0.24027783600984517
Id_mfkzmksvk8,0.4200404309840834
Id_xae7uo6rns,0.010865382105435712
Id_bg0pf0x0c9,0.19614457602377097
Id_gqy88jh41f,0.2535573069453984
Id_dulraax74m,0.6778022054579331
Id_br9w5vf3nt,0.1773687155323803
Id_hm4k3ett7c,0.5963277960056712
Id_3wbyw2qsxx,0.14055541052268433
Id_nhc76gnpfv,0.003522448008605175
Id_g37tyo68ez,0.164388200746225
Id_doy6wdfgwc,0.9645496660025517
Id_x9qspakya3,0.08197652298576108
Id_y5ylohb28f,0.01719951171530934
Id_3s41c0mnx9,0.046358066284368164
Id_k0kz9yhugx,0.01097956710831531
Id_akzn45zxlg,0.2070219462525873
Id_bok3v4meui,0.6388540962555961
Id_ewblr4rd31,0.36319500590097964
Id_1f4emlzfpy,0.01637642383298036
Id_zac62lf0f4,0.009551309124743064
Id_ees03xjmrh,0.22505090112143183
Id_j8hi427a46,0.29703042085208003
Id_nozkcs7twh,0.054995663750537424
Id_93odriaiv1,0.5230737299987167
Id_y62g1mck08,0.020322308968609964
Id_6afxcktqw3,0.0200185917807876
Id_08vy6pqpmv,0.9435118122613451
Id_tc3tuj0fq5,0.356538644351715
Id_p3i0pqdgzx,0.004753364293868222
Id_f1juue66su,0.18920817864121467
Id_xf03jzli4e,0.8181564320308571
Id_xtkx7l92kq,0.3035219642294877
Id_ates45a2p2,0.44797720428764526
Id_i69rsluhrn,0.013776439315915587
Id_obbeglowd7,0.018121404261996484
Id_76sff0ftwb,0.007189529209705662
Id_k1wvzkeibg,0.041053762889471025
Id_cvppcu9dtk,0.07625693119553033
Id_p21trnlm74,0.3427371130261633
Id_x3003erpfp,0.03496425453521645
Id_efdwgqd7ql,0.24594997700672938
Id_lhsftcq0qj,0.005033747184710322
Id_9w6y4d0f27,0.18645671516084464
Id_jje2dldxrq,0.1764513247676126
Id_8g7mpx73iu,0.1985026239589388
Id_ystdo3wigm,0.47242419975154665
Id_ywwcb8ps97,0.01548626680799681
Id_8ez4xscjos,0.9211446029748223
Id_2jf4w4j44j,0.31301676591159694
Id_vxay7eegbi,0.07010257979889552
Id_px50ejj10r,0.03822185091660369
Id_tfgb0tyrty,0.040977531643129665
Id_mthugifxui,0.022302637207221712
Id_com4svhopi,0.18016328942794985
Id_mm2lhjym5t,0.56518941728529
Id_g3g104pqzd,0.15888263917878953
Id_1jffeuc1dj,0.04640128550658543
Id_rhc2kl5g55,0.09164947207127436
Id_am02p2tzuy,0.14713477958690813
Id_regox32zxq,0.07289795615522231
Id_6kf048eavy,0.08930269842517992
Id_omknpzp2ak,0.011578378665387764
Id_cenkqwdm7l,0.00392195045571639
Id_ewipl8qtuw,0.9493035264626455
Id_8577gbn0e7,0.975773101625694
Id_7om3250j9e,0.7520789764574007
Id_xeuoeg20r1,0.909407326556266
Id_yvcri3cmts,0.9024530262853127
